Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1981","1981","ha","600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1981","1981","100 g/ha","76667","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1981","1981","t","4600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1982","1982","ha","600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1982","1982","100 g/ha","83333","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1982","1982","t","5000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1983","1983","ha","401","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1983","1983","100 g/ha","67057","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1983","1983","t","2689","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1984","1984","ha","415","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1984","1984","100 g/ha","96434","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1984","1984","t","4002","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1985","1985","ha","427","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1985","1985","100 g/ha","97424","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1985","1985","t","4160","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1986","1986","ha","442","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1986","1986","100 g/ha","61606","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1986","1986","t","2723","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1987","1987","ha","500","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1987","1987","100 g/ha","88000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1987","1987","t","4400","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1988","1988","ha","500","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1988","1988","100 g/ha","92000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1988","1988","t","4600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1989","1989","ha","600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1989","1989","100 g/ha","96667","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1989","1989","t","5800","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1990","1990","ha","600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1990","1990","100 g/ha","103333","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1990","1990","t","6200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1991","1991","ha","600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1991","1991","100 g/ha","106667","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1991","1991","t","6400","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1992","1992","ha","500","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1992","1992","100 g/ha","104000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1992","1992","t","5200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1993","1993","ha","392","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1993","1993","100 g/ha","104523","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1993","1993","t","4100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1994","1994","ha","436","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1994","1994","100 g/ha","110042","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1994","1994","t","4800","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1995","1995","ha","453","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1995","1995","100 g/ha","114766","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1995","1995","t","5200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1996","1996","ha","490","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1996","1996","100 g/ha","118367","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1996","1996","t","5800","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1997","1997","ha","390","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1997","1997","100 g/ha","120513","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1997","1997","t","4700","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1998","1998","ha","330","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1998","1998","100 g/ha","121212","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1998","1998","t","4000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1999","1999","ha","412","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1999","1999","100 g/ha","97021","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1999","1999","t","4000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","2000","2000","ha","160","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","2000","2000","100 g/ha","62500","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","2000","2000","t","1000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","2001","2001","ha","177","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","2001","2001","100 g/ha","107345","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","2001","2001","t","1900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","2002","2002","ha","165","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","2002","2002","100 g/ha","187879","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","2002","2002","t","3100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","2003","2003","ha","181","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","2003","2003","100 g/ha","232044","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","2003","2003","t","4200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","2004","2004","ha","185","A","Official figure",""
